"abandon kindness"
"arjuna hearing"
"arjuna however"
"arjuna indeed"
"arjuna indignant"
"arjuna inflamed"
"arjuna invincible"
"arjuna journeyed"
"arjuna kairati"
"arjuna karna"
"arjuna keeping"
"arjuna king"
"arjuna kripa"
"arjuna krishna"
"arjuna lie"
"arjuna listen"
"arjuna loud"
"arjuna maces"
"arjuna mahendra"
"arjuna many"
"arjuna neither"
"arjuna none"
"arjuna observant"
"arjuna partha"
"arjuna pass"
"arjuna people"
"arjuna perceiving"
"arjuna placing"
"arjuna policy"
"arjuna proceeded"
"arjuna proceedeth"
"arjuna proficient"
"arjuna reflected"
"arjuna relieth"
"arjuna replied"
"arjuna rode"
"arjuna rukmi"
"arjuna rushing"
"arjuna said"
"arjuna saido"
"arjuna satanika"
"arjuna saw"
"arjuna say"
"arjuna saying"
"arjuna shalya"
"arjuna sharadvatas"
"arjuna shooting"
"arjuna shot"
"arjuna sikhandin"
"arjuna similarly"
"arjuna since"
"arjuna slays"
"arjuna smiling"
"arjuna sojourn"
"arjuna specially"
"arjuna spoken"
"arjuna srutakirti"
"arjuna srutakriti"
"arjuna stand"
"arjuna staving"
"arjuna staying"
"arjuna stop"
"arjuna sun"
"arjuna take"
"arjuna tell"
"arjuna therefore"
"arjuna thereupon"
"arjuna thinking"
"arjuna thousands"
"arjuna thus"
"arjuna today"
"arjuna trembling"
"arjuna tremendous"
"arjuna tried"
"arjuna ulupi"
"arjuna urvasi"
"arjuna uttara"
"arjuna vasudeva"
"arjuna viratas"
"arjuna voweth"
"arjuna without"
"arjuna worship"
"arjuna yudhishthira"
"arjunabanavasa exile"
"arjunaka release"
"arjunao dhananjaya"
"arjunas abode"
"arjunas absence"
"arjunas acceptance"
"arjunas account"
"arjunas arms"
"arjunas arrival"
"arjunas arrow"
"arjunas arrows"
"arjunas arrowy"
"arjunas austerities"
"arjunas banner"
"arjunas beholding"
"arjunas body"
"arjunas bow"
"arjunas breast"
"arjunas car"
"arjunas chariotwheels"
"arjunas compunction"
"arjunas death"
"arjunas devotion"
"arjunas diadem"
"arjunas emblem"
"arjunas fall"
"arjunas feat"
"arjunas feats"
"arjunas foes"
"arjunas gandiva"
"arjunas hand"
"arjunas hands"
"arjunas head"
"arjunas heart"
"arjunas lap"
"arjunas meeting"
"arjunas pavilion"
"arjunas proficiency"
"arjunas prowess"
"arjunas readiness"
"arjunas sake"
"arjunas shafts"
"arjunas side"
"arjunas sight"
"arjunas son"
"arjunas steeds"
"arjunas valour"
"arjunas vehicle"
"arjunas victory"
"arjunas voice"
"arjunas weapons"
"arjunas words"
"arjunathat embodiment"
"arjunathat foremost"
"arjunathat grinder"
"arjunathat pair"
"arjunathat persecutor"
"arjunathat slayer"
"arka asclepias"
"arka bhanu"
"arka khadira"
"arka plant"
"arka priyabhritya"
"arka savitri"
"arka sun"
"arkaparna prayuta"
"arkayana sacrifice"
"arm chyavana"
"arm rise"
"arm satyaki"
"arm shalt"
"armies beholding"
"armies bow"
"armies karna"
"armies leonine"
"armies phalguna"
"armies said"
"armies victory"
"armies viz"
"armless bhurishrava"
"armless bhurisravas"
"armour beautiful"
"armour beholding"
"armour bhima"
"armour cut"
"armour duhsaha"
"armour equipments"
"armour indeed"
"armour made"
"armour ornaments"
"armour partha"
"armour sakra"
"armour satanika"
"armour struck"
"armour sword"
"armour therefore"
"armour thereupon"
"armour thus"
"armour today"
"armour trustfully"
"armpits jump"
"arms abhimanyu"
"arms afflicted"
"arms arjuna"
"arms bear"
"arms behold"
"arms betokening"
"arms bhaga"
"arms blessing"
"arms brahmanas"
"arms chest"
"arms come"
"arms consume"
"arms course"
"arms creatures"
"arms deciding"
"arms decked"
"arms deeply"
"arms diminished"
"arms drona"
"arms endued"
"arms excellent"
"arms fie"
"arms fight"
"arms fought"
"arms fuel"
"arms hanuman"
"arms imitate"
"arms indeed"
"arms invincible"
"arms irresistible"
"arms knowing"
"arms kuntis"
"arms listen"
"arms manacled"
"arms necks"
"arms neither"
"arms none"
"arms observant"
"arms partha"
"arms proud"
"arms ran"
"arms recover"
"arms repeatedly"
"arms rule"
"arms sayeth"
"arms second"
"arms seek"
"arms seemeth"
"arms slain"
"arms slay"
"arms slew"
"arms steeds"
"arms stomachs"
"arms stop"
"arms strive"
"arms succeedeth"
"arms tell"
"arms therefore"
"arms thighs"
"arms today"
"arms transcending"
"arms upraised"
"arms upwards"
"arms vaisyas"
"arms vanished"
"arms viz"
"arms vrikodara"
"arms wait"
"army abhimanyu"
"army also"
"army ashvatthama"
"army become"
"army beheld"
"army behold"
"army beholding"
"army bhagadatta"
"army breaking"
"army breaks"
"army broke"
"army broken"
"army buyest"
"army cannot"
"army checked"
"army clad"
"army consisted"
"army consisting"
"army corps"
"army depended"
"army deprived"
"army destiny"
"army destitute"
"army dhritarashtras"
"army doth"
"army dronas"
"army escape"
"army exterminated"
"army fell"
"army firmly"
"army flights"
"army go"
"army hath"
"army hear"
"army hearing"
"army heroes"
"army hither"
"army however"
"army incapable"
"army indeed"
"army kritavarma"
"army looketh"
"army making"
"army move"
"army others"
"army perish"
"army proceeding"
"army rallied"
"army resolved"
"army respectful"
"army routed"
"army rushed"
"army said"
"army salya"
"army shalya"
"army shooting"
"army similarly"
"army sire"
"army slain"
"army slaughtered"
"army smiling"
"army stand"
"army strengthless"
"army stricken"
"army struck"
"army teem"
"army tell"
"army therefore"
"army therewith"
"army thought"
"army time"
"army today"
"army tonight"
"army treasury"
"army unable"
"army urge"
"army vast"
"army vasudeva"
"army virata"
"army viz"
"army wert"
"army wisheth"
"arose awful"
"arose babu"
"arose hearing"
"around belongeth"
"around kartikeya"
"arrangement hath"
"arranging city"
"array array"
"array behold"
"array destructive"
"array drona"
"array hath"
"array incapable"
"array jayadratha"
"array mangling"
"array meanwhile"
"array none"
"array prevalent"
"array slay"
"array strategies"
"array thus"
"array thyself"
"arrival dhananjaya"
"arrival draupadi"
"arrival hearing"
"arrive paravasu"
"arrived duryodhana"
"arrived dwaipayana"
"arrived kesini"
"arrived mustered"
"arrogance discourtesy"
"arrogance pride"
"arrow alas"
"arrow already"
"arrow amongst"
"arrow beholding"
"arrow bhima"
"arrow cut"
"arrow deadly"
"arrow deeply"
"arrow deprived"
"arrow dronas"
"arrow even"
"arrow fierce"
"arrow indeed"
"arrow indra"
"arrow karna"
"arrow karnas"
"arrow let"
"arrow rukmaratha"
"arrow sahadeva"
"arrow satyaki"
"arrow sharp"
"arrow shot"
"arrow thereupon"
"arrow twice"
"arrow ye"
"arrow yudhishthira"
"arrows agitated"
"arrows amongst"
"arrows arjuna"
"arrows aswatthaman"
"arrows behold"
"arrows beholding"
"arrows bhima"
"arrows bhimasena"
"arrows bhishma"
"arrows blazing"
"arrows chitrasena"
"arrows conch"
"arrows conversant"
"arrows countless"
"arrows covered"
"arrows cut"
"arrows darts"
"arrows deeply"
"arrows drona"
"arrows dronas"
"arrows durmukha"
"arrows duryodhana"
"arrows elephants"
"arrows enraged"
"arrows fie"
"arrows fierce"
"arrows go"
"arrows hearing"
"arrows indeed"
"arrows invincible"
"arrows jamadagni"
"arrows karna"
"arrows kripa"
"arrows kritavarma"
"arrows kuntis"
"arrows maces"
"arrows made"
"arrows nakula"
"arrows nothing"
"arrows overwhelmed"
"arrows partha"
"arrows pierced"
"arrows proceeded"
"arrows quell"
"arrows roaring"
"arrows rurus"
"arrows saradwatas"
"arrows satwata"
"arrows satyaki"
"arrows scribes"
"arrows shakuni"
"arrows shalya"
"arrows shot"
"arrows sikhandin"
"arrows similarly"
"arrows slew"
"arrows struck"
"arrows subhadras"
"arrows tell"
"arrows therefrom"
"arrows thereupon"
"arrows thus"
"arrows today"
"arrows towards"
"arrows truly"
"arrows verily"
"arrows vrihadkshatra"
"arrows vrishasena"
"arrows vyaghradatta"
"arrowy bed"
"arrowy chambers"
"arrowy conflagration"
"arrowy downpour"
"arrowy downpours"
"arrowy flames"
"arrowy hail"
"arrowy hall"
"arrowy net"
"arrowy shower"
"arrowy showerlike"
"arrowy showers"
"arrowy words"
"arsenals camps"
"arsha prajapatya"
"arshtisena dwilipa"
"arshtisenas son"
"arshtishena gautama"
"arshtishena residing"
"arshtishena said"
"art able"
"art absolute"
"art acquainted"
"art address"
"art aditya"
"art adorable"
"art affluent"
"art afraid"
"art agni"
"art akhandala"
"art alive"
"art almighty"
"art alone"
"art amongst"
"art ananta"
"art angry"
"art approachable"
"art aryaman"
"art asat"
"art assuredly"
"art attachment"
"art auspicious"
"art aversion"
"art aware"
"art awful"
"art beautiful"
"art bent"
"art bereft"
"art bhanu"
"art bhava"
"art bhishmas"
"art bid"
"art blest"
"art blue"
"art bluethroated"
"art boongiving"
"art born"
"art bound"
"art brahma"
"art brahman"
"art brave"
"art brown"
"art called"
"art capable"
"art cause"
"art censurable"
"art chandradhara"
"art chandramas"
"art chaste"
"art cherishing"
"art childless"
"art clad"
"art cognisant"
"art come"
"art coming"
"art compassionate"
"art competent"
"art content"
"art contentment"
"art conversant"
"art creation"
"art cruel"
"art cupidity"
"art daksha"
"art dark"
"art dear"
"art dearer"
"art deaths"
"art deep"
"art defeat"
"art delightful"
"art dependent"
"art deserving"
"art desire"
"art desirous"
"art destructible"
"art destruction"
"art destructions"
"art devayanis"
"art dhatri"
"art divine"
"art eager"
"art earth"
"art emancipation"
"art enlightened"
"art envoy"
"art eternal"
"art everything"
"art exertion"
"art existent"
"art faithful"
"art fallen"
"art falsehood"
"art fame"
"art family"
"art fearless"
"art fickle"
"art fierce"
"art fierceeyed"
"art fight"
"art fire"
"art firm"
"art firmament"
"art fit"
"art fixed"
"art fond"
"art foremost"
"art forgiveness"
"art forgiving"
"art freed"
"art frightened"
"art full"
"art ganga"
"art garuda"
"art gautama"
"art gone"
"art gratified"
"art green"
"art grieving"
"art gross"
"art guha"
"art half"
"art handsome"
"art hansa"
"art hanuman"
"art happy"
"art hath"
"art havyavahana"
"art hayagriva"
"art hearing"
"art heaven"
"art helpless"
"art high"
"art highminded"
"art highsouled"
"art holy"
"art honest"
"art however"
"art hungry"
"art identical"
"art ignorant"
"art illustrious"
"art immeasurable"
"art immobile"
"art immutable"
"art imperceptible"
"art incapable"
"art indeed"
"art indestructible"
"art indra"
"art indulging"
"art inexhaustible"
"art infinite"
"art innocent"
"art intelligence"
"art intent"
"art invincible"
"art irresistible"
"art ishana"
"art jaya"
"art jiva"
"art kala"
"art kashtha"
"art kauraveya"
"art kesava"
"art kind"
"art knowledge"
"art kuntis"
"art kuvera"
"art largeeared"
"art learned"
"art lightning"
"art lord"
"art lust"
"art mahadeva"
"art mahattatwa"
"art mandhatri"
"art manifest"
"art mantra"
"art manu"
"art martanda"
"art mens"
"art mighty"
"art mild"
"art mind"
"art mine"
"art mistaken"
"art mitra"
"art multiform"
"art nahusha"
"art nara"
"art narayana"
"art neither"
"art observant"
"art old"
"art om"
"art omnipresent"
"art omniscient"
"art pale"
"art patience"
"art patient"
"art penance"
"art penances"
"art piercing"
"art pleasure"
"art poteared"
"art powerful"
"art prachanda"
"art prajapati"
"art present"
"art prior"
"art prosperity"
"art puissant"
"art pure"
"art purity"
"art puruhuta"
"art purusthuta"
"art pushti"
"art rajas"
"art ravi"
"art red"
"art refreshed"
"art righteousness"
"art rita"
"art robed"
"art rudra"
"art sacrifice"
"art sahasrabhu"
"art sakra"
"art sanjaya"
"art sat"
"art sattwa"
"art savitri"
"art selfborn"
"art selfrestrained"
"art separate"
"art sikhandin"
"art sinful"
"art siva"
"art skanda"
"art skilled"
"art slain"
"art smiting"
"art soma"
"art space"
"art speaking"
"art speech"
"art sprung"
"art stainless"
"art steadiness"
"art strong"
"art stupefaction"
"art subtile"
"art subtle"
"art success"
"art summer"
"art sung"
"art superior"
"art supreme"
"art sure"
"art sushena"
"art svaha"
"art swadha"
"art swaha"
"art tamas"
"art tashtri"
"art tawny"
"art tell"
"art terrible"
"art therefore"
"art thirsty"
"art threeeyed"
"art thyself"
"art time"
"art tired"
"art today"
"art truly"
"art truth"
"art truthful"
"art unable"
"art unbearable"
"art unborn"
"art unconquered"
"art unfit"
"art unforgiveness"
"art unforgiving"
"art universal"
"art unknowable"
"art unwilling"
"art unworthy"
"art usanas"
"art vabhru"
"art varuna"
"art vashat"
"art vast"
"art vasudeva"
"art vayu"
"art verily"
"art vidhatri"
"art virat"
"art virtue"
"art virtues"
"art virtuous"
"art vishnu"
"art vivaswan"
"art vrihaspati"
"art water"
"art wealth"
"art weary"
"art welcome"
"art well"
"art wellacquainted"
"art willing"
"art wind"
"art winter"
"art wise"
"art worshipped"
"art worthless"
"art worthy"
"art wrath"
"art yama"
"art yuga"
"artayanas son"
"artayani salya"
"artayani shalya"
"arthas go"
"article apastamva"
"article food"
"article hath"
"article taxed"
"articles earth"
"articles king"
"articles mahadeva"
"articles viz"
"artifice singly"
"artificer hath"
"artificer tvashtri"
"artificer viswakarman"
"artificial woods"
"artisans traders"
"arts restore"
"arts smiles"
"aruna also"
"aruna bathing"
"aruna garuda"
"aruna looking"
"aruna one"
"aruna rakshita"
"aruna vetravati"
"arunas person"
"arundhati exclaimed"
"arundhati keepeth"
"arundhati samvritti"
"arundhativata proceeding"
"aruni said"
"arvavasu paravasu"
"arya morality"
"arya palala"
"aryaka ugra"
"aryaman bhaga"
"aryaman jayanta"
"aryaman sakra"
"aryan kings"
"aryyaman mitra"
"aryyaman sukra"
"asa niyati"
"asa sukhaprada"
"asani meanwhile"
"asavaha aniruddha"
"ascent indeed"
"ascertaining properly"
"ascertaining well"
"ascetic austerities"
"ascetic beholding"
"ascetic contemplation"
"ascetic however"
"ascetic indra"
"ascetic merit"
"ascetic power"
"ascetic saying"
"ascetic success"
"ascetic trita"
"ascetic varuna"
"ascetic virtues"
"ascetic viz"
"asceticism adore"
"asceticism alone"
"asceticism asceticism"
"asceticism blest"
"asceticism cannot"
"asceticism competent"
"asceticism delight"
"asceticism gift"
"asceticism however"
"asceticism increase"
"asceticism knowledge"
"asceticism practices"
"asceticism prosperity"
"asceticism prowess"
"asceticism realise"
"asceticism recitation"
"asceticism repair"
"asceticism therefore"
"asceticism truth"
"asceticism unto"
"asceticism wealth"
"ascetics asylum"
"ascetics beholding"
"ascetics born"
"ascetics daughter"
"ascetics grant"
"ascetics narada"
"ascetics pandu"
"ascetics resembling"
"ascetics residing"
"ascetics retreat"
"ascetics smiled"
"ascetics stick"
"ascetics therefore"
"ascetics vishvamitra"
"ascetics ye"
"asclepias gigantea"
"ashadha may"
"ashes kasyapa"
"ashija nachiketa"
"ashtajihva meghananda"
"ashtaka asked"
"ashtaka ayu"
"ashtaka beholding"
"ashtaka pratarddana"
"ashtaka said"
"ashtakapala rites"
"ashtavakra said"
"ashtavakra saidlet"
